0,1
0,2
0,3
1,4
1,5
1,6
1,7
1,8
1,9
2,10
2,11
3,12
3,13
3,14
3,15
3,16
4,17
4,18
4,19
4,20
4,21
5,22
5,23
5,24
5,25
6,26
6,27
7,28
7,29
8,30
8,31
8,32
8,33
8,34
8,35
9,36
9,37
9,38
9,39
9,40
9,41
10,42
10,43
10,44
10,45
11,46
11,47
12,48
12,49
13,50
13,51
13,52
14,53
14,54
14,55
14,56
14,57
14,58
15,59
15,60
15,61
15,62
15,63
15,64
16,65
16,66
17,67
17,68
18,69
18,70
18,71
19,72
19,73
19,74
19,75
20,76
20,77
21,78
21,79
21,80
21,81
22,82
22,83
23,84
23,85
23,86
23,87
24,88
24,89
24,90
24,91
25,92
25,93
25,94
25,95
26,96
26,97
26,98
26,99
26,100
26,101
27,102
27,103
27,104
27,105
27,106
27,107
28,108
28,109
28,110
28,111
28,112
28,113
29,114
29,115
30,116
30,117
30,118
30,119
31,120
31,121
31,122
31,123
31,124
32,125
32,126
32,127
32,128
32,129
33,130
33,131
34,132
34,133
34,134
35,135
35,136
35,137
35,138
35,139
36,140
36,141
37,142
37,143
37,144
38,145
38,146
39,147
39,148
39,149
39,150
40,151
40,152
40,153
40,154
40,155
41,156
41,157
42,158
42,159
42,160
42,161
43,162
43,163
43,164
43,165
43,166
43,167
44,168
44,169
44,170
45,171
45,172
45,173
46,174
46,175
46,176
46,177
46,178
46,179
47,180
47,181
48,182
48,183
48,184
48,185
48,186
48,187
49,188
49,189
50,190
50,191
50,192
50,193
51,194
51,195
51,196
51,197
51,198
51,199
52,200
52,201
52,202
52,203
52,204
52,205
53,206
53,207
53,208
53,209
53,210
53,211
54,212
54,213
55,214
55,215
55,216
56,217
56,218
56,219
56,220
57,221
57,222
58,223
58,224
59,225
59,226
59,227
59,228
60,229
60,230
61,231
61,232
61,233
61,234
61,235
62,236
62,237
62,238
62,239
62,240
62,241
63,242
63,243
64,244
64,245
64,246
64,247
64,248
65,249
65,250
65,251
65,252
65,253
65,254
66,255
66,256
66,257
66,258
66,259
66,260
67,261
67,262
67,263
68,264
68,265
68,266
68,267
68,268
68,269
69,270
69,271
70,272
70,273
70,274
71,275
71,276
71,277
71,278
72,279
72,280
73,281
73,282
73,283
74,284
74,285
74,286
74,287
74,288
75,289
75,290
75,291
75,292
75,293
76,294
76,295
76,296
76,297
76,298
77,299
77,300
78,301
78,302
78,303
78,304
79,305
79,306
79,307
79,308
79,309
80,310
80,311
80,312
80,313
81,314
81,315
82,316
82,317
82,318
82,319
82,320
82,321
83,322
83,323
84,324
84,325
84,326
84,327
84,328
84,329
85,330
85,331
85,332
85,333
85,334
85,335
86,336
86,337
86,338
86,339
87,340
87,341
88,342
88,343
88,344
88,345
89,346
89,347
89,348
89,349
89,350
89,351
90,352
90,353
91,354
91,355
91,356
91,357
91,358
91,359
92,360
92,361
92,362
93,363
93,364
94,365
94,366
94,367
94,368
94,369
94,370
95,371
95,372
95,373
95,374
95,375
96,376
96,377
96,378
96,379
97,380
97,381
98,382
98,383
98,384
99,385
99,386
99,387
99,388
100,389
100,390
100,391
100,392
100,393
100,394
101,395
101,396
101,397
101,398
101,399
101,400
102,401
102,402
103,403
103,404
103,405
104,406
104,407
104,408
104,409
105,410
105,411
106,412
106,413
106,414
106,415
106,416
107,417
107,418
107,419
107,420
107,421
108,422
108,423
108,424
109,425
109,426
110,427
110,428
111,429
111,430
111,431
111,432
111,433
111,434
112,435
112,436
112,437
112,438
113,439
113,440
114,441
114,442
114,443
114,444
115,445
115,446
115,447
115,448
115,449
116,450
116,451
116,452
116,453
116,454
116,455
117,456
117,457
117,458
118,459
118,460
118,461
118,462
119,463
119,464
119,465
120,466
120,467
120,468
121,469
121,470
121,471
121,472
121,473
122,474
122,475
123,476
123,477
123,478
123,479
124,480
124,481
124,482
124,483
124,484
125,485
125,486
125,487
126,488
126,489
126,490
126,491
127,492
127,493
127,494
128,495
128,496
128,497
129,498
129,499
129,500
129,501
129,502
129,503
130,504
130,505
131,506
131,507
131,508
131,509
131,510
132,511
132,512
132,513
132,514
132,515
133,516
133,517
134,518
134,519
135,520
135,521
135,522
136,523
136,524
136,525
136,526
136,527
136,528
137,529
137,530
137,531
138,532
138,533
138,534
138,535
139,536
139,537
140,538
140,539
140,540
140,541
140,542
141,543
141,544
141,545
142,546
142,547
142,548
142,549
142,550
142,551
143,552
143,553
144,554
144,555
144,556
144,557
144,558
145,559
145,560
145,561
145,562
146,563
146,564
147,565
147,566
147,567
148,568
148,569
148,570
149,571
149,572
149,573
149,574
150,575
150,576
150,577
150,578
150,579
151,580
151,581
151,582
151,583
152,584
152,585
152,586
152,587
152,588
153,589
153,590
153,591
154,592
154,593
154,594
154,595
154,596
154,597
155,598
155,599
156,600
156,601
156,602
157,603
157,604
157,605
157,606
157,607
157,608
158,609
158,610
158,611
158,612
159,613
159,614
159,615
159,616
159,617
160,618
160,619
161,620
161,621
161,622
161,623
161,624
162,625
162,626
162,627
162,628
163,629
163,630
163,631
163,632
163,633
163,634
164,635
164,636
164,637
165,638
165,639
165,640
165,641
165,642
165,643
166,644
166,645
166,646
166,647
166,648
167,649
167,650
167,651
167,652
167,653
168,654
168,655
168,656
168,657
168,658
168,659
169,660
169,661
169,662
169,663
169,664
170,665
170,666
170,667
170,668
170,669
170,670
171,671
171,672
172,673
172,674
172,675
172,676
172,677
173,678
173,679
173,680
173,681
174,682
174,683
174,684
175,685
175,686
175,687
175,688
175,689
175,690
176,691
176,692
176,693
177,694
177,695
177,696
177,697
177,698
177,699
178,700
178,701
179,702
179,703
180,704
180,705
180,706
180,707
180,708
180,709
181,710
181,711
181,712
182,713
182,714
182,715
182,716
182,717
182,718
183,719
183,720
183,721
183,722
183,723
184,724
184,725
185,726
185,727
185,728
185,729
185,730
186,731
186,732
186,733
186,734
187,735
187,736
187,737
187,738
187,739
188,740
188,741
188,742
189,743
189,744
189,745
189,746
189,747
189,748
190,749
190,750
190,751
190,752
190,753
191,754
191,755
191,756
191,757
191,758
192,759
192,760
193,761
193,762
193,763
194,764
194,765
194,766
194,767
195,768
195,769
195,770
195,771
196,772
196,773
196,774
197,775
197,776
197,777
197,778
197,779
198,780
198,781
198,782
199,783
199,784
200,785
200,786
200,787
200,788
200,789
201,790
201,791
201,792
201,793
202,794
202,795
202,796
202,797
202,798
203,799
203,800
203,801
203,802
203,803
203,804
204,805
204,806
204,807
204,808
204,809
204,810
205,811
205,812
205,813
205,814
205,815
206,816
206,817
206,818
206,819
206,820
206,821
207,822
207,823
207,824
207,825
207,826
208,827
208,828
209,829
209,830
209,831
210,832
210,833
210,834
210,835
211,836
211,837
211,838
211,839
211,840
211,841
212,842
212,843
212,844
212,845
213,846
213,847
213,848
213,849
214,850
214,851
214,852
214,853
214,854
215,855
215,856
216,857
216,858
216,859
216,860
216,861
216,862
217,863
217,864
217,865
217,866
217,867
217,868
218,869
218,870
218,871
218,872
219,873
219,874
219,875
219,876
